food_name|serving_size|serving_size_unit|description|energy|energy_unit|protein|protein_unit|total_fat|total_fat_unit|saturated_fat|saturated_fat_unit|dietary_fibre|dietary_fibre_unit|carbohydrate|carbohydrate_unit|cholesterol|cholesterol_unit|sodium|sodium_unit
Egg, hen, whole, raw|53|g||71.47|kcal|5.95|g|5.12|g|1.48|g|||0.41|g|177.52|mg|56.25|mg
Egg, hen, yolk, hard boiled|17|g||58.91|kcal|2.74|g|5.39|g|1.63|g|||0.03|g|212.5|mg|7.99|mg
Egg, hen, yolk, raw|12|g||41.16|kcal|1.8|g|3.71|g|1.06|g|||0.14|g|134.4|mg|9.36|mg
Egg, lower cholesterol|60|g|Whole egg of lower cholesterol content|59.51|kcal|7.26|g|3.34|g|1.15|g|||||104.92|mg|54.81|mg
Egg, quail, whole, raw|12|g||16.12|kcal|1.34|g|1.13|g|0.36|g|||0.04|g|86.09|mg|14.38|mg
Egg, scrambled, McDonald's|94|g|scrambled eggs, McDonald's|199.28|kcal|13.01|g|15.21|g|5.78|g|0.19|g|1.97|g|400.44|mg|210.56|mg
Egg, turtle, white, raw|15|g||0.6|kcal|0.17|g|||||||||||23.1|mg
Egg, turtle, whole, raw|39|g||45.57|kcal|4.45|g|3.04|g|||||0.11|g|||44.83|mg
Egg, turtle, yolk, raw|20|g||55.8|kcal|5.24|g|3.72|g|||||0.32|g|||20.6|mg
Eggplant tempura|44|g|Brinjal tempura|117.92|kcal|1.1|g|10.21|g|4.49|g|0.75|g|5.46|g|||12.76|mg
Eggplant, boiled|99|g||27.72|kcal|0.82|g|0.23|g|0.04|g|2.48|g|6.57|g|||2.97|mg
Eggplant, grilled, with onion and chilli, pureed|53.33|g|Brinjal pachadi|13.87|kcal|0.96|g|0.5|g|0.28|g|1.6|g|1.41|g|1.62|mg|147.51|mg
Eggplant, raw|131|g||35.9|kcal|2.03|g|0.12|g|0.02|g|1.19|g|6.68|g|||10.73|mg
Eggplant, with batter, fried, herbal restaurant|166|g||473.1|kcal|2.82|g|39.18|g|13.94|g|4.15|g|27.72|g|||114.54|mg
Eggplant, with minced meat, stir fried|100.1|g||171.17|kcal|4.7|g|16.02|g|5.6|g|0.61|g|2.12|g|29.38|mg|184.78|mg
Eggs benedict|291|g|Egg, bread, bacon, vegetables|669.3|kcal|31.72|g|49.38|g|23.69|g|4.07|g|24.44|g|||1015.59|mg
Emping muda|20|g||71.99|kcal|1.42|g|0.8|g|||0.28|g|14.78|g|||5.2|mg
Emping tua|20|g||72.8|kcal|1.64|g|0.88|g|||0.18|g|14.6|g|||78.4|mg
Emulsifier oil|1|g||3|kcal|||0.33|g|0.07|g|||0.02|g||||
Emulsifier, food|1|g||8.51|kcal|||0.91|g|0.23|g|||0.09|g|||0.01|mg
Endives, raw|50|g||8.5|kcal|0.63|g|0.1|g|0.02|g|1.55|g|0.13|g|||11|mg
Ensure Life, powder|53.5|g||232.73|kcal|8.65|g|7.61|g|0.81|g|||31.18|g|||195.81|mg
Escargot, raw|346.2|g||54|kcal|9.9|g|0.18|g|0.03|g|||3.24|g|138.62|mg||
Espresso|30|g|Coffee, brewed, espresso|0.6|kcal|0.04|g|0.05|g|0.03|g|||||||4.2|mg
Essence, chicken|70|g||23.81|kcal|5.88|g|||||||0.14|g|||51.1|mg
Essence, peach|9|g||2.52|kcal||||||||||||||
Essence, vanilla|4|g||11.52|kcal|0|g|0|g|0|g|||0.51|g|||0.36|mg
Extract, beef|25|g|Bonox|23.98|kcal|4.15|g|0.05|g|||||1.63|g|||1665|mg
Farm chicken, raw|641|g||649.97|kcal|61|g|45|g|17.47|g|||||211.32|mg|193.33|mg
Fast foods, salad, vegetable, tossed, without dressing, with chicken|145|g||69.6|kcal|11.6|g|1.45|g|0.38|g|||2.48|g|47.85|mg|139.2|mg
Featherback, raw|72|g||43.06|kcal|8.25|g|1.03|g|||||0.21|g|||8.21|mg
Fennel, seeds|2|g||6.9|kcal|0.3|g|0.3|g|0.01|g|0.8|g|1.05|g|||1.76|mg
Fenugreek, seeds|3.7|g||11.95|kcal|0.85|g|0.24|g|0.05|g|0.91|g|2.16|g|||2.48|mg
Fibre drink, powder|4.6|g|Fybogel|||||||||3.48|g||||||
Figs, raw|50.5|g||37.04|kcal|0.37|g|0.15|g|0.03|g|1.45|g|9.59|g|||0.5|mg
Filet-o-fish, McDonald's|136|g||350.88|kcal|13.6|g|15|g|5.6|g|2|g|40|g|14.96|mg|670.48|mg
Fillet Burger, KFC|135|g||349.65|kcal|17.55|g|17.4|g|6.1|g|1.89|g|30.29|g|39.15|mg|716.85|mg
Firni|136.08|g|Indian rice pudding|202.76|kcal|7.08|g|9.53|g|5.14|g|2.72|g|22.18|g|28.58|mg|78.93|mg
Fish Zinger Burger, KFC|198|g||552.42|kcal|28.51|g|30.29|g|10.49|g|1.98|g|41.38|g|||1199.88|mg
Fish and chicken dinner, Long John Silver's|110|g||224.26|kcal|8.58|g|13.2|g|4.18|g|0.88|g|17.49|g|13.2|mg|496.1|mg
Fish and chips|268|g|Unspecified type of fish, coated with flour, bread crumbs and potato strips, deep fried.|849.56|kcal|28.68|g|47.44|g|20.1|g|4.56|g|76.92|g|120.6|mg|624.44|mg
Fish and fryer, Long John Silver's|111|g||270.87|kcal|13.65|g|15.21|g|6.44|g|0.09|g|20.31|g|33.3|mg|642.69|mg
Fish ball mee pok, dry|450|g||481.5|kcal|31.05|g|13.5|g|5.72|g|4.95|g|60.3|g|32.85|mg|2551.5|mg
Fish ball noodles dry|420|g|Dry fish ball noodles; Yu yuan mian gan, Fishball noodles, dry|474.6|kcal|24.78|g|10.5|g|4.2|g|5.04|g|70.56|g|54.6|mg|2112.6|mg
Fish ball noodles soup|775|g|Fish ball noodles soup; Yu yuan mian tang|523.51|kcal|32.63|g|10.77|g|2.09|g|2.48|g|73.86|g|23.17|mg|3802.15|mg
Fish ball, Foochow, boiled|27|g|Scraped fish meat wrapped inside minced pork meat, boiled|35.91|kcal|2.4|g|1.7|g|0.68|g|0.3|g|2.7|g|5.94|mg|163.08|mg
Fish ball, boiled|27|g|Scraped fish meat wrapped inside minced pork meat, boiled|35.91|kcal|2.4|g|1.7|g|0.68|g|0.3|g|2.7|g|5.94|mg|163.08|mg
Fish ball, deep fried|30|g||55.2|kcal|3.45|g|2.88|g|1.14|g|0.63|g|3.84|g|45.6|mg|218.7|mg
Fish ball, raw|15|g||12.45|kcal|1.94|g|0.51|g|||||0.03|g|||99.75|mg
Fish ball, spirulina, raw|22|g|Fish ball with tuna and cheese fillings, DoDo brand|18.26|kcal|2.4|g|0.62|g|0.17|g|0.02|g|0.84|g|3.52|mg|84.92|mg
Fish ball, vegetarian, boiled|6.75|g|Fishball made from yam paste and flour|5.67|kcal|0.05|g|0.42|g|0.16|g|0.27|g|0.43|g|||47.45|mg
Fish bee hoon without milk|651|g|Beehoon, fried fish, soup|331.36|kcal|21.16|g|7.23|g|3.32|g|3.19|g|45.44|g|26.69|mg|1341.06|mg
Fish burger|189|g||515.97|kcal|20.79|g|27.23|g|6.26|g|2.7|g|46.36|g|43.47|mg|708.75|mg
Fish burger (2018)|148|g|Bun, fish patty, cheese, tartar sauce|387.76|kcal|15.24|g|19.62|g|7.13|g|1.92|g|37.44|g|||896.88|mg
Fish cracker, deep fried|1.4|g|Cracker, fish, deep fried|6.99|kcal|0.11|g|0.34|g|0.15|g|0.01|g|0.86|g|0.27|mg|17.89|mg
Fish cracker, fried|80|g||343.2|kcal|4.16|g|8.56|g|3.69|g|||62.32|g|||421.6|mg
Fish cracker, raw|4.6|g||15.46|kcal|0.74|g|0.04|g|||0.1|g|3.04|g|||48.16|mg
Fish curry|632.67|g|Fish with tomatoes and okra in a curry gravy|502.02|kcal|44.92|g|25.31|g|11.39|g|10.12|g|22.14|g|316.33|mg|2682.52|mg
Fish curry mix|119|g|Seasoning powder for curry fish|517.65|kcal|18.09|g|22.25|g|1.95|g|36.53|g|61.4|g|||587.86|mg
Fish curry, canned|181|g||161.51|kcal|20.81|g|2.75|g|||||13.58|g|||1110.8|mg
Fish cutlet, Indian style|95.03|g|Fish with potato, onion, chilli, garlic, ginger, mashed with egg, bread crumb, coated, deep fried|227.12|kcal|12.45|g|15.49|g|4.52|g|1.81|g|9.41|g|58.92|mg|372.52|mg
Fish dinner, Long John Silver's|110|g||224.26|kcal|8.58|g|13.2|g|4.18|g|0.88|g|17.49|g|13.2|mg|496.1|mg
Fish finger, frozen, uncooked|27|g||54|kcal|2.73|g|3.11|g|0.84|g|0.19|g|3.73|g|7.83|mg|69.93|mg
Fish finger, grilled or baked|23|g|Rectangular-shaped skinless fish pieces, coated in breadcrumbs, deep-fried and frozen prior to packaging. Fingers are then cooked by grilling according to label instructions (12% weight loss on cooking).|50.83|kcal|2.67|g|2.6|g|||0.18|g|4.09|g|||73.6|mg
Fish floss|50|g|Chinese snack, fish meat, shredded, dried|235|kcal|17|g|8.85|g|3.5|g|||21.85|g|28|mg|710|mg
Fish head ban mian soup|858|g|Fish head ban mian, soup|833.56|kcal|60.79|g|29.65|g|12.36|g|12.03|g|81.54|g|177.09|mg|2550.11|mg
Fish head bee hoon|557|g|Fish head bee hoon soup; Fish head bihun soup|511.83|kcal|24.51|g|24.51|g|8.19|g|1.28|g|48.63|g|128.72|mg|691.79|mg
Fish masak pedas|115.15|g|Fish with chilli, deep- fried|94.54|kcal|9.5|g|5.27|g|2.59|g|1.81|g|2.25|g|76.86|mg|556.17|mg
Fish maw, dried|1.33|g||4.51|kcal|1.12|g|0|g||||||||||
Fish ngoh hiang|140|g|Ngoh hiang, fish|407.4|kcal|7|g|24.92|g|9.77|g|2.1|g|38.78|g|62.72|mg|809.2|mg
Fish patty, breaded, fried|91|g||211.12|kcal|13.34|g|11.18|g|2.57|g|0.46|g|14.99|g|30.94|mg|484.12|mg
Fish porridge|570|g|Cuttlefish Porridge|473.1|kcal|9.69|g|5.13|g|2.28|g|2.28|g|98.04|g|5.7|mg|1088.7|mg
Fish roe, black|19|g|Caviar|17.53|kcal|2.07|g|1.03|g|0.23|g|||||54.34|mg|402.8|mg
Fish roe, fresh|19|g|Telur ikan kerapu|27.34|kcal|4.26|g|1.08|g|0.25|g|||0.15|g|61.18|mg|27.74|mg
Fish roe, red|19|g|Caviar|28.65|kcal|3.67|g|1.56|g|0.38|g|||||68.02|mg|353.4|mg
Fish roe, unspecified type|19|g|Caviar|23.18|kcal|2.87|g|1.29|g|0.3|g|||||61.18|mg|378.1|mg
Fish sandwich platter, Long John Silver's|1|g|Fish sandwich platter, Long John Silver's|2.1|kcal|0.08|g|0.11|g|0.02|g|0|g|0.21|g|0|mg|3.51|mg
Fish satay snack|45|g||171.01|kcal|6.26|g|5.49|g|||0.36|g|24.17|g|||378.45|mg
Fish slices, fried|167|g|Fish slices battered and fried in sauce|392.45|kcal|21.38|g|22.3|g|10.2|g|2.84|g|26.55|g|45.09|mg|910.15|mg
Fish tikka|99|g|Grilled fish pieces, pre marinated with yoghurt, green chili and salt|127.71|kcal|22.87|g|3.76|g|1.35|g|0.4|g|0.59|g|21.78|mg|413.82|mg
Fish tofu|16.4|g|Tofu, fish|28.04|kcal|1.36|g|1.64|g|0.23|g|0.2|g|1.98|g|1.97|mg|85.94|mg
Fish, battered, deep fried, commercial|146|g||439.46|kcal|22.19|g|29.64|g|14.45|g|0.44|g|21.32|g|59.86|mg|458.44|mg
Fish, battered, frozen, oven fried|65|g|White fish fillet, unspecified cut, battered, deep fried, fozen, oven fried|174.2|kcal|8|g|12.55|g|5.33|g|0.33|g|7.09|g|17.55|mg|208|mg
Fish, bladder, unspecified, dried|25|g||85.21|kcal|20.25|g|0.48|g|||||||||3.5|mg
Fish, breaded, fried, Long John Silver's|85|g||170|kcal|11|g|11|g|2.5|g|5|g|11.99|g|30|mg|470|mg
Fish, crumbed, frozen, oven fried|65|g||152.1|kcal|7.67|g|9.43|g|3.77|g|0.39|g|8.84|g|14.95|mg|286|mg
Fish, curry, goa|152|g|Deep fried fish, cooked in mixture of water and roasted chili, onion paste|308.56|kcal|19.46|g|21.89|g|7.8|g|5.32|g|8.51|g|41.04|mg|1237.28|mg
Fish, curry, prepared with low fat yoghurt|273.3|g|Curry, fish with low fat yoghurt, tomato and lady finger|204.13|kcal|21.21|g|9.28|g|4.64|g|3.71|g|9.01|g|53.02|mg|296.91|mg
Fish, curry, prepared with yoghurt|273.3|g|Curry, fish with low fat yoghurt, tomato and lady finger|204.13|kcal|21.21|g|9.28|g|4.64|g|3.71|g|9.01|g|53.02|mg|296.91|mg
Fish, curry, with milk, Ceylonese style|249|g|Fish slices, cooked in milk and water, with shallot, garlic, green chilies|253.98|kcal|32.62|g|7.97|g|3.76|g|18.68|g|13.2|g|74.7|mg|1020.9|mg
Fish, head, boiled|759|g|Boiled fish head|213.73|kcal|47.12|g|2.19|g|0.39|g|||1.46|g|77.72|mg|315.74|mg
Fish, maw. soaked|111|g|Pre-fried fish max, soaked in water|130.98|kcal|14.65|g|7.77|g|5.43|g|||0.56|g|13.32|mg|16.65|mg
Fish, nugget, deep fried|15.2|g||43.02|kcal|1.58|g|2.36|g|0.82|g|0.35|g|3.91|g|1.22|mg|254.6|mg
Fish, soup, with eggplant, tamarind and pepper|277.84|g||227.83|kcal|26.95|g|10.56|g|3.5|g|3.83|g|6.25|g|88.35|mg|1521.17|mg
Fish, unspecified, dried, salted|25|g||45.71|kcal|10.5|g|0.38|g|||||0.1|g|||432.5|mg
Five spice powder|2|g||6.96|kcal|0.02|g|0.16|g|0.05|g|0.11|g|1.36|g|||0.54|mg
Flake, shark, raw|180|g|Gummy shark|180.86|kcal|44.1|g|0.18|g|0|g|||||90|mg|151.2|mg
Flake, shark, steamed|150|g|Flake|187.68|kcal|45.45|g|0.3|g|0.12|g|||||82.5|mg|141|mg
Flavour, cheese, natural|1|g||3.6|kcal|0.53|g|0.09|g|0.02|g|||0.18|g|0.06|mg|0.27|mg
Flavour, crab extract, SUR|1|g||0.86|kcal|0.08|g|0|g|||||0.13|g|||53.5|mg
Flavour, dairy|1|g||3.71|kcal|0.02|g|0.38|g|0.35|g|||0.05|g|1.02|mg|6.1|mg
Flavour, natural crab, 0-706 HG|1|g||2.02|kcal|0.07|g|0.05|g|0.01|g|||0.32|g|0.36|mg|97.89|mg
Flavour, natural fish, 0-700 HG|1|g||1.74|kcal|0.07|g|0.01|g|0|g|||0.39|g|0.24|mg|82.43|mg
Flavoured low fat yoghurt|125|g||90|kcal|4.63|g|1.25|g|0.89|g|0.5|g|15.13|g|5|mg|56.25|mg
Flour, arrowroot|9|g|Flour ground from the starchy roots of a number of plants.|31.28|kcal|0.01|g|0.02|g|||0.08|g|7.61|g|||0.18|mg
Flour, atta|148|g|Brown chapati flour; whole wheat flour; tepung atta|529.84|kcal|15.69|g|2.37|g|0.44|g|15.24|g|111.59|g|||45.88|mg
Flour, chickpea (besan)|1|g||3.87|kcal|0.22|g|0.07|g|0.01|g|0.11|g|0.58|g|||0.64|mg
Flour, corn|8|g||28.4|kcal|0.04|g|0.11|g|0.03|g|0.04|g|6.8|g|||0.88|mg
Flour, gluten|1|g||3.78|kcal|0.41|g|0.02|g|||0.01|g|0.46|g|||0.02|mg
Flour, glutinous rice|155|g||553.35|kcal|10.7|g|1.55|g|||1.24|g|124.16|g|||24.8|mg
Flour, rice|155|g||553.35|kcal|10.7|g|1.55|g|||1.24|g|124.16|g|||24.8|mg
Flour, rye, wholemeal|250|g||790.08|kcal|30|g|5.75|g|0.75|g|30.5|g|137.5|g|||10|mg
Flour, soyafluff soy|1|g||2.89|kcal|0.53|g|0.01|g|0|g|0.17|g|0.16|g|||0.3|mg
Flour, sweet potato|160|g||512|kcal|8.16|g|3.36|g|||19.84|g|112.16|g|||57.6|mg
Flour, tapioca|124|g||445.16|kcal|1.24|g|0.12|g|0|g|1.12|g|117.8|g|||4.96|mg
Flour, wheat, high protein|140|g||492.8|kcal|17.64|g|1.4|g|0.28|g|5.32|g|102.48|g|||16.8|mg
Flour, wheat, white|140|g||483|kcal|18.34|g|2.24|g|0.42|g|5.32|g|97.44|g|||8.4|mg
Flour, wheat, white, self raising|120|g||426.02|kcal|12.96|g|1.44|g|0.24|g|4.56|g|86.52|g|||831.6|mg
Flour, wheat, wholemeal|120|g|Flour milled from whole wheat grain (bran, germ and flour). No added vitamins, minerals or leavening agents.|422.29|kcal|13.68|g|2.52|g|0.36|g|13.56|g|78.36|g|||6|mg
Frankfurter, beef, simmered|75|g||185.89|kcal|10.73|g|14.93|g|5.7|g|1.35|g|2.55|g|43.5|mg|577.5|mg
Frankfurter, chicken, precooked|11.78|g|Chicken sausage|30.29|kcal|1.52|g|2.3|g|0.65|g|0.01|g|0.8|g|11.9|mg|161.39|mg
Frankfurter, turkey|45|g||101.85|kcal|6.44|g|7.97|g|2.25|g|||0.68|g|48.15|mg|641.7|mg
French Toast|96|g|French toast|220.8|kcal|10.27|g|9.45|g|4.89|g|2.11|g|23.62|g|||309.12|mg
French beans, cooked with sambal chilli|181.58|g|Sambal buncis; green bean curry; french bean, cooked in sambal chilli|185.21|kcal|5.27|g|15.43|g|9.84|g|3.07|g|6.08|g|33.41|mg|542.56|mg
French dressing, reduced fat|20|g|Salad dressing without added oil. Major ingredients include oil, sugar, vinegar and spices|4.07|kcal|0.02|g|0.02|g|||||0.58|g|||262|mg
French fries|107|g||316.72|kcal|4.49|g|17.75|g|5.9|g|3.1|g|34.78|g|||286.76|mg
French fries, Long John Silver's|85|g|French fries, Long John Silver's|250|kcal|3|g|15|g|2.5|g|3|g|28|g|||500|mg
French fries, Popeyes|88|g||281.6|kcal|3.52|g|14.96|g|6.16|g|2.64|g|30.8|g|6.16|mg|580.8|mg
French fries, large, McDonald's|140|g|Large fries|441|kcal|5.6|g|21.99|g|8.9|g|5|g|55.01|g|||350|mg
French fries, large, salted, Burger King|144|g||476.64|kcal|5.76|g|25.06|g|4.49|g|4.18|g|53.54|g|||419.04|mg
French fries, medium, McDonald's|116|g|Medium fries|373.52|kcal|3.48|g|19|g|7.6|g|4|g|47|g|||290|mg
French fries, medium, salted, Burger King|103|g||340.93|kcal|4.12|g|17.92|g|3.51|g|2.99|g|38.3|g|||311.06|mg
French fries, regular, KFC|85|g|Regular size of French fries from KFC restaurants|273.7|kcal|3.4|g|14.6|g|6.8|g|3.74|g|32.5|g|||62.05|mg
French fries, regular, Mos Burger|90|g|small|221.4|kcal|3.42|g|11.7|g|4.33|g|2.79|g|25.74|g|||71.1|mg
French fries, small, McDonald's|70|g|Small size of French fries from MacDonald¡¯s restaurants|238.7|kcal|2.8|g|12|g|4.8|g|2|g|30|g|||189.7|mg
French fries, small, salted, Burger King|63|g||208.53|kcal|2.52|g|10.96|g|1.98|g|1.83|g|23.42|g|||198.45|mg
French toast, frozen|59|g||125.67|kcal|4.37|g|3.6|g|0.9|g|0.65|g|18.94|g|48.38|mg|292.05|mg
Fresh apple juice|401|g|Freshly squeezed apple juice|84.21|kcal|1.2|g|||||0.4|g|20.05|g|||17.88|mg
Fresh orange juice|408|g|Freshly squeezed orange juice|57.12|kcal|0.82|g|||||||13.87|g|||6.9|mg
Fried batter with prawn shell|108|g||278.64|kcal|10.37|g|15.98|g|7.13|g|2.48|g|23.33|g|79.92|mg|272.16|mg
Fried battered crayfish|176|g|Crayfish, battered, deep fried|210.25|kcal|19.4|g|14.75|g|5.99|g|||||164.95|mg|561.05|mg
Fried bee hoon with chicken and egg|284|g|Thin rice noodles fried with chye sim, black mushroom, chicken and egg|369.2|kcal|21.3|g|10.93|g|3.98|g|4.91|g|46.41|g|93.58|mg|346.76|mg
Fried bee hoon, with soya gravy|571|g|Fried bee hoon, with soya gravy; Fried bihun, with soya gravy|645|kcal|24.76|g|19.05|g|8.2|g|6.67|g|93.61|g|128.89|mg|1318.82|mg
Fried breaded cuttlefish ball|35|g|Deep fried cuttlefish ball, Cuttlefish ball, breaded, deep fried|78.96|kcal|4.75|g|5.45|g|2.2|g|0.32|g|2.72|g|30.55|mg|252.04|mg
Fried breaded squid ring|82|g|Squid ring, breaded, fried|367.36|kcal|15.33|g|25.26|g|12.09|g|0.74|g|18.53|g|224.68|mg|567.44|mg
Fried chicken frankfurter|45.5|g|Frankfurter, chicken, fried|67.34|kcal|8.83|g|3.41|g|0.96|g|0.73|g|0.46|g|25.94|mg|862.23|mg
Fried crab ball|30|g|Crab, ball, deep fried|42.6|kcal|3.84|g|1.32|g|0.43|g|0.6|g|3.84|g|7.5|mg|299.7|mg
Fried cuttlefish with chilli powder|100|g||88|kcal|14.8|g|3|g|1.1|g|||0.4|g|65.5|mg|352|mg
Fried ebi & teriyaki chicken bento (tested chicken only)|495|g|Deep fried chicken coated with teriyaki sauce|1272.15|kcal|101.48|g|70.69|g|28.81|g|6.93|g|56.93|g|||2316.6|mg
Fried ebi and teriyaki chicken bento set (tested on fried ebi only)|495|g|Rice, prawns, pickled veg, vegetables, mayonnaise|1593.9|kcal|36.14|g|105.29|g|49.95|g|6.44|g|125.24|g|||1767.15|mg
Fried egg with oysters|222.63|g|Hao dan|535.45|kcal|20.53|g|46.84|g|24.78|g|1.65|g|7.95|g|675.95|mg|658.78|mg
Fried fish and beef bento (tested beef only)|456|g|Beef|665.76|kcal|71.14|g|29.69|g|13.32|g|2.74|g|28.73|g|||597.36|mg
Fried fish and beef bento set (tested fish only)|456|g|Rice, fish, beef, preserved veg, vegetables, mayonnaise|1258.56|kcal|46.06|g|75.38|g|35.29|g|9.58|g|98.95|g|||2102.16|mg
Fried fish cake|84.98|g||84.98|kcal|4.5|g|6.37|g|1.82|g|1.21|g|2.52|g|13.3|mg|246.53|mg
Fried fish fillet with taucheo sauce|102.37|g|Deep fried fish fillet stir fried with soyabean paste|158.67|kcal|20.06|g|7.88|g|3.07|g|1.78|g|1.69|g|46.92|mg|330.14|mg
Fried fish masala|76.26|g|Fish, masala, fried|125.61|kcal|18.04|g|5.9|g|2.49|g|0.42|g|0.07|g|49.97|mg|277.59|mg
Fried fish porridge|865|g|Rice, fried fish, tomato, tofu, vegetable|596.85|kcal|38.93|g|19.98|g|9.08|g|4.33|g|64.88|g|||2958.3|mg
Fried fish, unspecified|100|g|Whole fish or fish cutlets lightly battered and fried|120.64|kcal|10.4|g|6.54|g|3.02|g|0.16|g|5.04|g|26.52|mg|184.08|mg
Fried hong kong egg noodles|408|g|Egg noodles, fried, Hong Kong|693.6|kcal|26.93|g|37.13|g|14.28|g|8.16|g|62.83|g|257.04|mg|1562.64|mg
Fried khun neng fish|76|g||87.28|kcal|12.59|g|4.11|g|1.91|g|||||53.17|mg|165.03|mg
Fried long beans|78.62|g|Longbeans, fried|35.38|kcal|2.12|g|2.12|g|0.61|g|3.14|g|2.04|g|||133.65|mg
Fried long beans with minced meat|107.48|g|Longbeans, with minced meat, fried|123.6|kcal|9.46|g|7.52|g|2.25|g|1.72|g|4.51|g|40.84|mg|510.53|mg
Fried long beans with taucheo|172.3|g|Kacang panjang goreng taucheo,Longbeans, with taucheo, fried|131.37|kcal|6.72|g|6.55|g|3.27|g|6.89|g|11.2|g|||871.84|mg
Fried luncheon meat|30|g||97.98|kcal|3.19|g|8.51|g|3.2|g|0.39|g|2.15|g|15.93|mg|256.56|mg
Fried luncheon meat, with egg|136.6|g||405.16|kcal|15.89|g|35.9|g|13.33|g|2.96|g|4.63|g|240.58|mg|529.32|mg
Fried mee siam|450|g||630|kcal|17.55|g|25.65|g|11.12|g|7.2|g|82.8|g|87.3|mg|1278|mg
Fried mock duck|68|g|Duck, vegetarian, deep fried|143.48|kcal|13.94|g|6.87|g|2.99|g|0.95|g|6.46|g|||562.36|mg
Fried mock fish|79|g|Fish, vegetarian, deep fried|248.06|kcal|16.67|g|19.2|g|6.87|g|2.05|g|1.98|g|||487.43|mg
Fried mutton steak|44.58|g|Mutton fried with garlic, chillies, cummin, mustard seed and vinegar, indian style|129.15|kcal|14.29|g|7.91|g|3.48|g|1.11|g|0.2|g|55.12|mg|315.94|mg
Fried okra with shrimp paste|117|g||149.05|kcal|2.93|g|11.47|g|6.08|g|5.5|g|8.42|g|18.72|mg|773.37|mg
Fried okra with spices|119.8|g|Okra bhaji; lady's finger, with spices, fried,Okra, with spices, fried (Indian)|69.62|kcal|2.25|g|5.12|g|1.11|g|4.26|g|3.64|g|||558.75|mg
Fried plain carrot cake|350|g||402.5|kcal|12.25|g|32.55|g|14.04|g|5.6|g|15.4|g|231|mg|1326.5|mg
Fried pomfret in tomato and coconut sauce|216.3|g|Bawal goreng berkuah,Pomfret, in tomato sauce and coconut, fried, Malay style|228.33|kcal|11.02|g|17.91|g|10.2|g|3.46|g|5.51|g|35.63|mg|469.64|mg
Fried pork chop|367|g|Lean pork, with egg white, pan fried,Pork chop, pan fried, homecooked|721.89|kcal|62.74|g|31.84|g|11.77|g|6.33|g|46.29|g|123.68|mg|1189.88|mg
Fried pork with szechuan vegetables|161.2|g||137.54|kcal|6.13|g|9.51|g|4.19|g|0.97|g|6.61|g|20.96|mg|1979.54|mg
Fried potato in spiced batter|67.4|g|Bhaji with potato, potato bhaji,Potato, with spiced batter, deep fried (Indian)|165.8|kcal|3.91|g|10.72|g|3.95|g|2.22|g|13.28|g|||202.2|mg
Fried prawn dumpling|26|g|Dim sum, prawn dumpling, deep fried|62.22|kcal|3.15|g|3.67|g|1.47|g|0.27|g|4.14|g|6.73|mg|169.39|mg
Fried rice with egg|250|g|Fried rice, with egg and spring onion|430|kcal|12.5|g|15.5|g|4.45|g|0.75|g|60|g|117.5|mg|1202.5|mg
Fried rice with ham and vegetables|250|g|rice, egg, ham and frozen vegetables, SF|395.75|kcal|10.33|g|11.18|g|4.07|g|3.1|g|63.45|g|79.65|mg|453.25|mg
Fried rice with lap cheong and salted fish|250|g|Rice, W/ lap cheong+salted fish, SF|595|kcal|16|g|23|g|7.03|g|2.25|g|81.25|g|32.5|mg|1590|mg
Fried seafood hor fun|693|g|Hor fun, FR|748.44|kcal|34.65|g|27.03|g|11.16|g|6.24|g|90.78|g|76.23|mg|1884.96|mg
Fried snow peas with prawn|236.9|g||257.62|kcal|14.92|g|17.77|g|9.24|g|2.37|g|9|g|376.67|mg|1002.09|mg
Fried spicy mussels|608|g|Mussel, with garlic and chilli, fried|455.27|kcal|23.06|g|37.65|g|11.67|g|2.92|g|5.84|g|204.29|mg|1462.12|mg
Fried spicy squid|30|g|Sotong masak hitam, Squid with chilli, fried|46.5|kcal|4.29|g|3.18|g|1.47|g|0.45|g|0.21|g|83.7|mg|213.6|mg
Fried spring roll|22|g|chun juan,Dim sum, spring roll, deep fried|69.96|kcal|0.77|g|4.22|g|1.74|g|0.66|g|7.24|g|2.64|mg|141.24|mg
Fried tang hoon|437|g|Sago noodles fried with prawn, black mushroom and chye sim|498.18|kcal|17.04|g|23.6|g|10.05|g|10.93|g|54.19|g|166.06|mg|1380.92|mg
Fried tau kwa|96|g|Ngoh hiang, taukwa, deep fried|173.66|kcal|21.41|g|9.7|g|2.69|g|1.73|g|0.19|g|||208.32|mg
Fried tofu in oyster sauce|177.84|g|Tofu, with oyster sauce, stir fried|216.13|kcal|17.87|g|15.45|g|3.09|g|1.19|g|1.39|g|0|mg|816.29|mg
Fried tofu with spring onion|115.8|g||214.23|kcal|12.62|g|17.83|g|7.89|g|1.23|g|0.88|g|||717.38|mg
Fried vegetable samosa|194|g|Vegetable samosa, fried (ghee)|452.02|kcal|12.8|g|17.27|g|6.34|g|6.79|g|61.69|g|3.88|mg|424.86|mg
Fried vegetarian bee hoon, plain|299|g|Fried vegetarian bihun, plain; Fried vegetarian bee hoon, plain|403.65|kcal|8.37|g|8.97|g|3.74|g|3.59|g|72.36|g|||1118.26|mg
