ingredient_id,ingredient_name,serving_size,serving_size_unit,10:0,10:0_unit,12:0,12:0_unit,14:0,14:0_unit,16:0,16:0_unit,16:1,16:1_unit,18:0,18:0_unit,18:1,18:1_unit,18:2,18:2_unit,18:3,18:3_unit,18:4,18:4_unit,20:1,20:1_unit,20:4,20:4_unit,20:5_n-3,20:5_n-3_unit,22:1,22:1_unit,22:5_n-3,22:5_n-3_unit,22:6_n-3,22:6_n-3_unit,4:0,4:0_unit,6:0,6:0_unit,8:0,8:0_unit,alcohol,alcohol_unit,caffeine,caffeine_unit,calcium,calcium_unit,carbohydrate,carbohydrate_unit,carotene_alpha,carotene_alpha_unit,carotene_beta,carotene_beta_unit,cholesterol,cholesterol_unit,choline_total,choline_total_unit,copper,copper_unit,cryptoxanthin_beta,cryptoxanthin_beta_unit,energy,energy_unit,fatty_acids_total_monounsaturated,fatty_acids_total_monounsaturated_unit,fatty_acids_total_polyunsaturated,fatty_acids_total_polyunsaturated_unit,fatty_acids_total_saturated,fatty_acids_total_saturated_unit,fiber_total_dietary,fiber_total_dietary_unit,folate_dfe,folate_dfe_unit,folate_food,folate_food_unit,folate_total,folate_total_unit,folic_acid,folic_acid_unit,iron,iron_unit,lutein+zeaxanthin,lutein+zeaxanthin_unit,lycopene,lycopene_unit,magnesium,magnesium_unit,niacin,niacin_unit,phosphorus,phosphorus_unit,potassium,potassium_unit,protein,protein_unit,retinol,retinol_unit,riboflavin,riboflavin_unit,selenium,selenium_unit,sodium,sodium_unit,sugars_total,sugars_total_unit,theobromine,theobromine_unit,thiamin,thiamin_unit,total_fat,total_fat_unit,vitamin_a_rae,vitamin_a_rae_unit,vitamin_b-12,vitamin_b-12_unit,vitamin_b-12_added,vitamin_b-12_added_unit,vitamin_b-6,vitamin_b-6_unit,vitamin_c,vitamin_c_unit,vitamin_d_(d2+d3),vitamin_d_(d2+d3)_unit,vitamin_e_(alpha-tocopherol),vitamin_e_(alpha-tocopherol)_unit,vitamin_e_added,vitamin_e_added_unit,vitamin_k_(phylloquinone),vitamin_k_(phylloquinone)_unit,water,water_unit,zinc,zinc_unit
500,"Sauce, salsa, ready-to-serve",100,g,0,g,0,g,0,g,0.016,g,0,g,0.004,g,0.017,g,0.074,g,0.004,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,28,mg,6.74,g,0,mcg,288,mcg,0,mg,12.8,mg,0.065,mg,0,mcg,29,kcal,0.018,g,0.078,g,0.021,g,1.8,g,4,mcg_DFE,4,mcg,4,mcg,0,mcg,0.42,mg,211,mcg,6310,mcg,15.2,mg,1.12,mg,32,mg,258,mg,1.44,g,0,mcg,0.032,mg,0.9,mcg,656,mg,3.81,g,0,mg,0.035,mg,0.19,g,24,mcg_RAE,0,mcg,0,mcg,0.176,mg,1.9,mg,0,mcg,1.22,mg,0,mg,4.2,mcg,89.3,g,0.2,mg
501,"Sauce, ready-to-serve, pepper, TABASCO",100,g,0,g,0,g,0.002,g,0.09,g,0.002,g,0.014,g,0.058,g,0.398,g,0.003,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,12,mg,0.8,g,62,mcg,919,mcg,0,mg,0,mg,0.075,mg,68,mcg,12,kcal,0.061,g,0.401,g,0.106,g,0.6,g,2,mcg_DFE,0,mcg,1,mcg,1,mcg,1.16,mg,10,mcg,0,mcg,12,mg,0.178,mg,23,mg,128,mg,1.29,g,0,mcg,0.084,mg,0.5,mcg,633,mg,0.13,g,0,mg,0.032,mg,0.76,g,82,mcg_RAE,0,mcg,0,mcg,0.154,mg,4.5,mg,0,mcg,0.01,mg,0,mg,0.2,mcg,95.17,g,0.16,mg
502,"Soup, stock, beef, home-prepared",100,g,0,g,0,g,0.001,g,0.02,g,0.003,g,0.013,g,0.039,g,0.004,g,0,g,0,g,0.001,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,8,mg,1.2,g,0,mcg,0,mcg,0,mg,4.8,mg,0.05,mg,0,mcg,13,kcal,0.043,g,0.005,g,0.035,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.27,mg,1,mcg,0,mcg,7,mg,0.872,mg,31,mg,185,mg,1.97,g,0,mcg,0.091,mg,1.2,mcg,198,mg,0.54,g,0,mg,0.033,mg,0.09,g,0,mcg_RAE,0,mcg,0,mcg,0.055,mg,0,mg,0,mcg,0.01,mg,0,mg,0.1,mcg,95.89,g,0.17,mg
503,"Soup, stock, chicken, home-prepared",100,g,0,g,0,g,0.008,g,0.252,g,0.089,g,0.056,g,0.484,g,0.204,g,0.009,g,0,g,0.004,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,3,mg,3.53,g,0,mcg,0,mcg,3,mg,9.2,mg,0.054,mg,0,mcg,36,kcal,0.582,g,0.213,g,0.321,g,0,g,5,mcg_DFE,5,mcg,5,mcg,0,mcg,0.21,mg,1,mcg,0,mcg,4,mg,1.584,mg,27,mg,105,mg,2.52,g,1,mcg,0.085,mg,2.2,mcg,143,mg,1.58,g,0,mg,0.035,mg,1.2,g,1,mcg_RAE,0,mcg,0,mcg,0.061,mg,0.2,mg,0,mcg,0.03,mg,0,mg,0.2,mcg,92.15,g,0.14,mg
504,"Soup, stock, fish, home-prepared",100,g,0,g,0,g,0.015,g,0.138,g,0.073,g,0.035,g,0.148,g,0.009,g,0.006,g,0.003,g,0.006,g,0.011,g,0.035,g,0,g,0.017,g,0.049,g,0,g,0,g,0,g,0,g,0,mg,3,mg,0,g,0,mcg,0,mcg,1,mg,7,mg,0.058,mg,0,mcg,16,kcal,0.236,g,0.138,g,0.203,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.01,mg,0,mcg,0,mcg,7,mg,1.186,mg,56,mg,144,mg,2.26,g,2,mcg,0.076,mg,1,mcg,156,mg,0,g,0,mg,0.033,mg,0.81,g,2,mcg_RAE,0.69,mcg,0,mcg,0.037,mg,0.1,mg,0,mcg,0.17,mg,0,mg,0,mcg,96.6,g,0.06,mg
505,"Sauce, hoisin, ready-to-serve",100,g,0,g,0,g,0,g,0.368,g,0,g,0.17,g,0.963,g,1.524,g,0.175,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,32,mg,44.08,g,0,mcg,4,mcg,3,mg,8,mg,0.128,mg,0,mcg,220,kcal,0.963,g,1.698,g,0.568,g,2.8,g,23,mcg_DFE,23,mcg,23,mcg,0,mcg,1.01,mg,45,mcg,0,mcg,24,mg,1.17,mg,38,mg,119,mg,3.31,g,0,mcg,0.217,mg,1.8,mcg,1615,mg,27.26,g,0,mg,0.004,mg,3.39,g,0,mcg_RAE,0,mcg,0,mcg,0.062,mg,0.4,mg,0,mcg,0.28,mg,0,mg,0.5,mcg,44.23,g,0.32,mg
506,"Sauce, oyster, ready-to-serve",100,g,0,g,0.001,g,0.001,g,0.029,g,0.005,g,0.01,g,0.067,g,0.062,g,0.002,g,0,g,0.001,g,0,g,0.001,g,0,g,0,g,0.001,g,0,g,0,g,0,g,0,g,0,mg,32,mg,10.92,g,0,mcg,0,mcg,0,mg,3.5,mg,0.147,mg,0,mcg,51,kcal,0.073,g,0.066,g,0.043,g,0.3,g,15,mcg_DFE,15,mcg,15,mcg,0,mcg,0.18,mg,0,mcg,0,mcg,4,mg,1.474,mg,22,mg,54,mg,1.35,g,0,mcg,0.124,mg,4.4,mcg,2733,mg,0,g,0,mg,0.01,mg,0.25,g,0,mcg_RAE,0.41,mcg,0,mcg,0.016,mg,0.1,mg,0,mcg,0,mg,0,mg,0,mcg,80,g,0.09,mg
507,"Soup, minestrone, canned, reduced sodium, ready-to-serve",100,g,0.004,g,0.005,g,0.009,g,0.086,g,0.004,g,0.025,g,0.23,g,0.216,g,0.033,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.007,g,0.003,g,0.001,g,0,g,0,mg,20,mg,9,g,99,mcg,349,mcg,0,mg,6.6,mg,0.083,mg,0,mcg,50,kcal,0.28,g,0.25,g,0.14,g,2.4,g,17,mcg_DFE,14,mcg,16,mcg,1,mcg,0.72,mg,90,mcg,6359,mcg,13,mg,0.64,mg,34,mg,186,mg,2,g,0,mcg,0.04,mg,2.1,mcg,215,mg,2.13,g,0,mg,0.06,mg,0.8,g,33,mcg_RAE,0,mcg,0,mcg,0.06,mg,5.7,mg,0,mcg,0.7,mg,0,mg,5.8,mcg,87.3,g,0.32,mg
508,"Sauce, fish, ready-to-serve",100,g,0,g,0,g,0.001,g,0.001,g,0.001,g,0.001,g,0.001,g,0,g,0,g,0,g,0,g,0,g,0.001,g,0,g,0,g,0.002,g,0,g,0,g,0,g,0,g,0,mg,43,mg,3.64,g,0,mcg,0,mcg,0,mg,13.2,mg,0.05,mg,0,mcg,35,kcal,0.002,g,0.003,g,0.003,g,0,g,51,mcg_DFE,51,mcg,51,mcg,0,mcg,0.78,mg,0,mcg,0,mcg,175,mg,2.313,mg,7,mg,288,mg,5.06,g,4,mcg,0.057,mg,9.1,mcg,7851,mg,3.64,g,0,mg,0.012,mg,0.01,g,4,mcg_RAE,0.48,mcg,0,mcg,0.396,mg,0.5,mg,0,mcg,0,mg,0,mg,0,mcg,71.07,g,0.2,mg
509,"Soup, cream of mushroom, canned, condensed, reduced sodium",100,g,0.014,g,0.017,g,0.056,g,0.288,g,0.014,g,0.103,g,0.421,g,0.53,g,0.036,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.017,g,0.01,g,0.006,g,0,g,0,mg,13,mg,8.1,g,0,mcg,0,mcg,3,mg,9.7,mg,0.22,mg,0,mcg,52,kcal,0.44,g,0.56,g,0.53,g,0.6,g,11,mcg_DFE,8,mcg,10,mcg,2,mcg,0.48,mg,0,mcg,0,mcg,5,mg,0.17,mg,51,mg,374,mg,1.21,g,2,mcg,0.192,mg,1.8,mcg,383,mg,2.13,g,0,mg,0.042,mg,1.69,g,2,mcg_RAE,0.02,mcg,0,mcg,0.04,mg,0,mg,0,mcg,0.16,mg,0,mg,0.4,mcg,87.26,g,0.36,mg
510,"Soup, chicken broth, less/reduced sodium, ready to serve",100,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,8,mg,0.38,g,0,mcg,0,mcg,0,mg,3.1,mg,0.035,mg,0,mcg,7,kcal,0,g,0,g,0,g,0,g,3,mcg_DFE,3,mcg,3,mcg,0,mcg,0.26,mg,0,mcg,0,mcg,1,mg,0.686,mg,18,mg,85,mg,1.36,g,0,mcg,0.014,mg,0,mcg,231,mg,0.22,g,0,mg,0.002,mg,0,g,0,mcg_RAE,0.06,mcg,0,mcg,0.006,mg,0.4,mg,0,mcg,0.01,mg,0,mg,0,mcg,97.32,g,0.08,mg
511,"Soup, beef broth, less/reduced sodium, ready to serve",100,g,0.004,g,0,g,0.003,g,0.023,g,0,g,0.01,g,0.023,g,0.004,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,3,mg,0.2,g,0,mcg,0,mcg,0,mg,2.9,mg,0.009,mg,0,mcg,6,kcal,0.026,g,0.005,g,0.042,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.04,mg,0,mcg,0,mcg,1,mg,0.41,mg,9,mg,20,mg,1.14,g,0,mcg,0.073,mg,0,mcg,225,mg,0.2,g,0,mg,0.016,mg,0.07,g,0,mcg_RAE,0,mcg,0,mcg,0.075,mg,0,mg,0,mcg,0,mg,0,mg,0,mcg,98.01,g,0.24,mg
512,"Sauce, teriyaki, ready-to-serve, reduced sodium",100,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,25,mg,15.58,g,0,mcg,0,mcg,0,mg,19.5,mg,0.1,mg,0,mcg,89,kcal,0,g,0,g,0,g,0.1,g,8,mcg_DFE,8,mcg,8,mcg,0,mcg,1.7,mg,0,mcg,0,mcg,61,mg,1.27,mg,154,mg,225,mg,5.93,g,0,mcg,0.07,mg,0.8,mcg,1778,mg,14.1,g,0,mg,0.03,mg,0.02,g,0,mcg_RAE,0,mcg,0,mcg,0.1,mg,0,mg,0,mcg,0,mg,0,mg,0,mcg,69.7,g,0.1,mg
513,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",100,g,0.001,g,0.001,g,0.007,g,0.166,g,0.015,g,0.078,g,0.4,g,0.229,g,0.04,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,38,mg,13.66,g,145,mcg,349,mcg,2,mg,18,mg,0.082,mg,0,mcg,81,kcal,0.415,g,0.269,g,0.252,g,4,g,29,mcg_DFE,29,mcg,29,mcg,0,mcg,1.02,mg,36,mcg,915,mcg,19,mg,0.324,mg,13,mg,158,mg,4.19,g,0,mcg,0.029,mg,4.3,mcg,187,mg,3.17,g,0,mg,0.056,mg,1.03,g,35,mcg_RAE,0.03,mcg,0,mcg,0.046,mg,1.1,mg,0,mcg,0.39,mg,0,mg,5.1,mcg,79.91,g,0.53,mg
514,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",100,g,0.003,g,0.003,g,0.012,g,0.191,g,0.024,g,0.09,g,0.345,g,0.147,g,0.021,g,0,g,0.001,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,17,mg,11.83,g,35,mcg,313,mcg,2,mg,18.2,mg,0.11,mg,1,mcg,71,kcal,0.37,g,0.168,g,0.3,g,1.9,g,20,mcg_DFE,20,mcg,20,mcg,0,mcg,0.77,mg,1286,mcg,7,mcg,14,mg,0.457,mg,54,mg,183,mg,3.85,g,0,mcg,0.029,mg,0.3,mcg,166,mg,5.06,g,0,mg,0.07,mg,0.92,g,28,mcg_RAE,0.01,mcg,0,mcg,0.073,mg,0,mg,0,mcg,0.2,mg,0,mg,36.1,mcg,82.4,g,0.4,mg
515,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",100,g,0,g,0.1,g,0.008,g,0.129,g,0.023,g,0.057,g,0.257,g,0.115,g,0.019,g,0,g,0.002,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,16,mg,11.4,g,90,mcg,201,mcg,3,mg,22.3,mg,0.1,mg,5,mcg,68,kcal,0.282,g,0.135,g,0.294,g,1.9,g,29,mcg_DFE,29,mcg,29,mcg,0,mcg,0.7,mg,18,mcg,0,mcg,14,mg,0.695,mg,54,mg,204,mg,4,g,0,mcg,0.038,mg,0.3,mcg,196,mg,1.57,g,0,mg,0.083,mg,0.7,g,21,mcg_RAE,0.03,mcg,0,mcg,0.048,mg,1,mg,0,mcg,0.06,mg,0,mg,2.6,mcg,82.8,g,0.49,mg
516,"Soup, chicken broth, ready-to-serve",100,g,0,g,0,g,0,g,0.009,g,0.002,g,0.003,g,0.016,g,0.008,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,4,mg,0.44,g,0,mcg,1,mcg,2,mg,1,mg,0.015,mg,0,mcg,6,kcal,0.019,g,0.009,g,0.013,g,0,g,0,mcg_DFE,0,mcg,0,mcg,0,mcg,0.07,mg,0,mcg,0,mcg,1,mg,0.219,mg,4,mg,18,mg,0.64,g,0,mcg,0.059,mg,0.4,mcg,371,mg,0.43,g,0,mg,0.021,mg,0.21,g,0,mcg_RAE,0.02,mcg,0,mcg,0,mg,0,mg,0,mcg,0.04,mg,0,mg,0,mcg,97.81,g,0.07,mg
517,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",100,g,0.047,g,0.051,g,0.205,g,0.795,g,0.065,g,0.367,g,1.507,g,0.871,g,0.092,g,0,g,0,g,0.005,g,0,g,0,g,0.001,g,0.002,g,0.065,g,0.037,g,0.021,g,0,g,0,mg,15,mg,5.2,g,77,mcg,186,mcg,7,mg,12,mg,0.04,mg,0,mcg,65,kcal,1.605,g,0.974,g,1.636,g,0.3,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,0.16,mg,33,mcg,54,mcg,5,mg,0.346,mg,19,mg,73,mg,1.16,g,0,mcg,0.017,mg,3.7,mcg,416,mg,0.64,g,0,mg,0.015,mg,4.46,g,19,mcg_RAE,0.02,mcg,0,mcg,0.042,mg,4,mg,0,mcg,0.06,mg,0,mg,2.3,mcg,87.9,g,0.16,mg
518,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",100,g,0.026,g,0.03,g,0.097,g,0.671,g,0.017,g,0.196,g,0.249,g,0.476,g,0.018,g,0.001,g,0.001,g,0.003,g,0.005,g,0,g,0.004,g,0.005,g,0.04,g,0.021,g,0.011,g,0,g,0,mg,70,mg,7.46,g,0,mcg,2,mcg,7,mg,11.8,mg,0.118,mg,0,mcg,61,kcal,0.268,g,0.513,g,1.094,g,0.3,g,9,mcg_DFE,9,mcg,9,mcg,0,mcg,1.21,mg,1,mcg,0,mcg,12,mg,0.794,mg,173,mg,179,mg,3.24,g,37,mcg,0.176,mg,4.4,mcg,273,mg,2.81,g,0,mg,0.081,mg,2.02,g,37,mcg_RAE,4.84,mcg,0,mcg,0.07,mg,2.1,mg,0.6,mcg,0.22,mg,0,mg,0.5,mcg,85.49,g,0.43,mg
519,"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk",100,g,0.075,g,0.088,g,0.299,g,0.829,g,0.062,g,0.374,g,0.76,g,0.085,g,0.036,g,0,g,0.001,g,0,g,0,g,0,g,0,g,0,g,0.104,g,0.06,g,0.035,g,0,g,0,mg,69,mg,5.64,g,0,mcg,2,mcg,10,mg,11.8,mg,0.051,mg,0,mcg,61,kcal,1.147,g,0.155,g,1.93,g,0.1,g,4,mcg_DFE,4,mcg,4,mcg,0,mcg,0.22,mg,0,mcg,0,mcg,9,mg,0.211,mg,60,mg,95,mg,2.78,g,43,mcg,0.107,mg,3.5,mcg,354,mg,2.62,g,0,mg,0.028,mg,3.23,g,43,mcg_RAE,0.5,mcg,0,mcg,0.034,mg,0.1,mg,0.6,mcg,0.02,mg,0,mg,0.1,mcg,87.11,g,0.54,mg
520,"Soup, black bean, canned, prepared with equal volume water",100,g,0.005,g,0,g,0.01,g,0.105,g,0.01,g,0.04,g,0.225,g,0.155,g,0.05,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,19,mg,7.71,g,40,mcg,110,mcg,0,mg,7.8,mg,0.155,mg,6,mcg,46,kcal,0.24,g,0.205,g,0.17,g,3.4,g,33,mcg_DFE,33,mcg,33,mcg,0,mcg,0.75,mg,18,mcg,232,mcg,17,mg,0.205,mg,38,mg,125,mg,2.42,g,0,mcg,0.02,mg,0,mcg,487,mg,1.24,g,0,mg,0.021,mg,0.66,g,11,mcg_RAE,0,mcg,0,mcg,0.035,mg,0.1,mg,0,mcg,0.18,mg,0,mg,0.9,mcg,87.62,g,0.55,mg
521,"Soup, chicken broth, canned, prepared with equal volume water",100,g,0,g,0,g,0.01,g,0.12,g,0.03,g,0.03,g,0.2,g,0.1,g,0.01,g,0,g,0.01,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,4,mg,0.38,g,0,mcg,0,mcg,0,mg,4.7,mg,0.051,mg,0,mcg,16,kcal,0.24,g,0.11,g,0.16,g,0,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.21,mg,0,mcg,0,mcg,1,mg,1.372,mg,30,mg,86,mg,2.02,g,0,mcg,0.029,mg,0,mcg,306,mg,0.29,g,0,mg,0.004,mg,0.57,g,0,mcg_RAE,0.1,mcg,0,mcg,0.01,mg,0,mg,0,mcg,0.02,mg,0,mg,0,mcg,95.95,g,0.1,mg
522,"Soup, chicken gumbo, canned, prepared with equal volume water",100,g,0,g,0,g,0,g,0.1,g,0.03,g,0.03,g,0.24,g,0.13,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,10,mg,3.43,g,0,mcg,32,mcg,2,mg,3.6,mg,0.051,mg,2,mcg,23,kcal,0.27,g,0.14,g,0.13,g,0.8,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.37,mg,28,mcg,990,mcg,2,mg,0.272,mg,10,mg,31,mg,1.08,g,0,mcg,0.02,mg,3.3,mcg,391,mg,1.02,g,0,mg,0.01,mg,0.59,g,3,mcg_RAE,0.01,mcg,0,mcg,0.026,mg,2,mg,0,mcg,0.15,mg,0,mg,2.6,mcg,93.84,g,0.15,mg
523,"Soup, clam chowder, new england, canned, prepared with equal volume water",100,g,0.001,g,0.002,g,0.005,g,0.377,g,0,g,0.068,g,0,g,0.439,g,0.011,g,0.001,g,0,g,0.003,g,0.005,g,0,g,0.004,g,0.005,g,0,g,0,g,0,g,0,g,0,mg,9,mg,5.05,g,0,mcg,0,mcg,3,mg,3.4,mg,0.122,mg,0,mcg,35,kcal,0,g,0.469,g,0.468,g,0.3,g,7,mcg_DFE,7,mcg,7,mcg,0,mcg,1.22,mg,2,mcg,0,mcg,7,mg,0.759,mg,127,mg,108,mg,1.55,g,8,mcg,0.081,mg,3.1,mcg,254,mg,0.19,g,0,mg,0.061,mg,1.01,g,8,mcg_RAE,4.63,mcg,0,mcg,0.051,mg,2,mg,0,mcg,0.2,mg,0,mg,0.4,mcg,90.89,g,0.18,mg
524,"Soup, cream of mushroom, canned, prepared with equal volume water",100,g,0.004,g,0.003,g,0.018,g,0.298,g,0.005,g,0.117,g,0.575,g,1.252,g,0.167,g,0,g,0.014,g,0,g,0,g,0,g,0,g,0,g,0.004,g,0.002,g,0.001,g,0,g,0,mg,7,mg,3.33,g,0,mcg,0,mcg,0,mg,4.7,mg,0.016,mg,0,mcg,39,kcal,0.597,g,1.42,g,0.472,g,0.3,g,1,mcg_DFE,1,mcg,1,mcg,0,mcg,0.09,mg,2,mcg,0,mcg,2,mg,0.169,mg,12,mg,31,mg,0.66,g,1,mcg,0.008,mg,1.4,mcg,340,mg,0.2,g,0,mg,0.006,mg,2.59,g,1,mcg_RAE,0,mcg,0,mcg,0.007,mg,0,mg,0.1,mcg,0.24,mg,0,mg,9.6,mcg,92.46,g,0.06,mg
525,"Soup, pea, green, canned, prepared with equal volume water",100,g,0.02,g,0.02,g,0.073,g,0.235,g,0.015,g,0.117,g,0.348,g,0.127,g,0.015,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.024,g,0.015,g,0.01,g,0,g,0,mg,12,mg,9.88,g,0,mcg,1,mcg,0,mg,13.2,mg,0.146,mg,0,mcg,61,kcal,0.372,g,0.142,g,0.524,g,1.9,g,1,mcg_DFE,1,mcg,1,mcg,0,mcg,0.73,mg,0,mcg,0,mcg,15,mg,0.462,mg,47,mg,71,mg,3.2,g,3,mcg,0.025,mg,3.6,mcg,336,mg,3.19,g,0,mg,0.04,mg,1.09,g,3,mcg_RAE,0,mcg,0,mcg,0.02,mg,0.6,mg,0,mcg,0.09,mg,0,mg,0.2,mcg,84.55,g,0.64,mg
526,"Soup, cream of shrimp, canned, prepared with equal volume water",100,g,0.05,g,0.06,g,0.21,g,0.545,g,0.045,g,0.25,g,0.52,g,0.05,g,0.03,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.065,g,0.04,g,0.025,g,0,g,0,mg,9,mg,3.27,g,0,mcg,0,mcg,7,mg,3.4,mg,0.055,mg,0,mcg,36,kcal,0.595,g,0.075,g,1.29,g,0.1,g,2,mcg_DFE,2,mcg,2,mcg,0,mcg,0.21,mg,0,mcg,0,mcg,4,mg,0.17,mg,13,mg,24,mg,1.11,g,15,mcg,0.011,mg,2.3,mcg,391,mg,0.24,g,0,mg,0.008,mg,2.07,g,16,mcg_RAE,0.24,mcg,0,mcg,0.015,mg,0,mg,0,mcg,0,mg,0,mg,0,mcg,92.38,g,0.3,mg
527,"Soup, tomato beef with noodle, canned, prepared with equal volume water",100,g,0,g,0,g,0.035,g,0.35,g,0.05,g,0.215,g,0.605,g,0.23,g,0.035,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,9,mg,8.44,g,30,mcg,114,mcg,2,mg,8.2,mg,0.055,mg,2,mcg,56,kcal,0.69,g,0.27,g,0.635,g,0.6,g,11,mcg_DFE,3,mcg,8,mcg,5,mcg,0.45,mg,21,mcg,2929,mcg,3,mg,0.745,mg,23,mg,88,mg,1.78,g,1,mcg,0.036,mg,2,mcg,367,mg,0.73,g,0,mg,0.034,mg,1.71,g,12,mcg_RAE,0.08,mcg,0,mcg,0.035,mg,0,mg,0,mcg,0.31,mg,0,mg,0,mcg,86.99,g,0.3,mg
528,"Soup, tomato rice, canned, prepared with equal volume water",100,g,0,g,0.005,g,0.015,g,0.11,g,0.005,g,0.05,g,0.23,g,0.435,g,0.09,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.005,g,0,g,0,g,0,mg,11,mg,8.54,g,0,mcg,124,mcg,1,mg,7.8,mg,0.055,mg,0,mcg,47,kcal,0.235,g,0.525,g,0.2,g,0.7,g,6,mcg_DFE,6,mcg,6,mcg,0,mcg,0.31,mg,1,mcg,8591,mcg,2,mg,0.411,mg,13,mg,129,mg,0.82,g,1,mcg,0.02,mg,0.9,mcg,319,mg,2.95,g,0,mg,0.024,mg,1.06,g,12,mcg_RAE,0,mcg,0,mcg,0.03,mg,5.8,mg,0,mcg,0.86,mg,0,mg,1.5,mcg,88.52,g,0.2,mg
529,"Soup, vegetarian vegetable, canned, prepared with equal volume water",100,g,0,g,0,g,0,g,0.08,g,0.005,g,0.04,g,0.335,g,0.275,g,0.02,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,10,mg,4.89,g,205,mcg,750,mcg,0,mg,3.9,mg,0.055,mg,0,mcg,28,kcal,0.34,g,0.295,g,0.12,g,0.3,g,4,mcg_DFE,4,mcg,4,mcg,0,mcg,0.44,mg,80,mcg,965,mcg,3,mg,0.374,mg,14,mg,86,mg,0.86,g,0,mcg,0.019,mg,1.8,mcg,338,mg,1.57,g,0,mg,0.022,mg,0.79,g,71,mcg_RAE,0,mcg,0,mcg,0.023,mg,0.6,mg,0,mcg,0.58,mg,0,mg,2.1,mcg,92.41,g,0.19,mg
530,"Soup, vegetable with beef broth, canned, prepared with equal volume water",100,g,0,g,0,g,0.005,g,0.105,g,0.01,g,0.055,g,0.21,g,0.275,g,0.045,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,9,mg,5.35,g,193,mcg,415,mcg,1,mg,5.1,mg,0.067,mg,0,mcg,33,kcal,0.225,g,0.32,g,0.18,g,0.7,g,4,mcg_DFE,4,mcg,4,mcg,0,mcg,0.4,mg,18,mcg,14,mcg,3,mg,0.395,mg,16,mg,79,mg,1.21,g,0,mcg,0.019,mg,1.1,mcg,253,mg,0.82,g,0,mg,0.021,mg,0.78,g,43,mcg_RAE,0,mcg,0,mcg,0.023,mg,1,mg,0,mcg,0.06,mg,0,mg,1.2,mcg,91.59,g,0.33,mg
