recipe_name,recipe_category,servings,serving_size,serving_size_unit,ingredient_name,ingredient_amount,ingredient_unit
"Chocolate milk, made from dry mix with non-dairy milk",Milk substitutes,1,260.0,g,"Almond milk, sweetened",122.0,g
"Chocolate milk, made from reduced sugar mix, NS as to type of milk","Flavored milk, reduced fat",1,255.0,g,"Milk, NFS",244.0,g
"Chocolate milk, made from reduced sugar mix, NS as to type of milk","Flavored milk, reduced fat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from reduced sugar mix with whole milk","Flavored milk, whole",1,255.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Chocolate milk, made from reduced sugar mix with whole milk","Flavored milk, whole",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from reduced sugar mix with reduced fat milk","Flavored milk, reduced fat",1,255.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from reduced sugar mix with reduced fat milk","Flavored milk, reduced fat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from reduced sugar mix with low fat milk","Flavored milk, lowfat",1,255.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from reduced sugar mix with low fat milk","Flavored milk, lowfat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from reduced sugar mix with fat free milk","Flavored milk, nonfat",1,255.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Chocolate milk, made from reduced sugar mix with fat free milk","Flavored milk, nonfat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from reduced sugar mix with non-dairy milk",Milk substitutes,1,255.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Chocolate milk, made from reduced sugar mix with non-dairy milk",Milk substitutes,1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from reduced sugar mix with non-dairy milk",Milk substitutes,1,255.0,g,"Almond milk, sweetened",122.0,g
"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)","Flavored milk, reduced fat",1,260.0,g,"Milk, NFS",244.0,g
"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)","Flavored milk, reduced fat",1,260.0,g,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16.0,g
"Chocolate milk, made from dry mix with whole milk (Nesquik)","Flavored milk, whole",1,260.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Chocolate milk, made from dry mix with whole milk (Nesquik)","Flavored milk, whole",1,260.0,g,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16.0,g
"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)","Flavored milk, reduced fat",1,260.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)","Flavored milk, reduced fat",1,260.0,g,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16.0,g
"Chocolate milk, made from dry mix with low fat milk (Nesquik)","Flavored milk, lowfat",1,260.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from dry mix with low fat milk (Nesquik)","Flavored milk, lowfat",1,260.0,g,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16.0,g
"Chocolate milk, made from dry mix with fat free milk (Nesquik)","Flavored milk, nonfat",1,260.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Chocolate milk, made from dry mix with fat free milk (Nesquik)","Flavored milk, nonfat",1,260.0,g,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16.0,g
"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",Milk substitutes,1,260.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",Milk substitutes,1,260.0,g,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16.0,g
"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",Milk substitutes,1,260.0,g,"Almond milk, sweetened",122.0,g
"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)","Flavored milk, reduced fat",1,255.0,g,"Milk, NFS",244.0,g
"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)","Flavored milk, reduced fat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)","Flavored milk, whole",1,255.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)","Flavored milk, whole",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)","Flavored milk, reduced fat",1,255.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)","Flavored milk, reduced fat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)","Flavored milk, lowfat",1,255.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)","Flavored milk, lowfat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)","Flavored milk, nonfat",1,255.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)","Flavored milk, nonfat",1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",Milk substitutes,1,255.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",Milk substitutes,1,255.0,g,"Beverages, chocolate powder, no sugar added",11.0,g
"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",Milk substitutes,1,255.0,g,"Almond milk, sweetened",122.0,g
"Chocolate milk, made from syrup, NS as to type of milk","Flavored milk, reduced fat",1,281.5,g,"Milk, NFS",244.0,g
"Chocolate milk, made from syrup, NS as to type of milk","Flavored milk, reduced fat",1,281.5,g,"Syrup, NESTLE, chocolate",37.5,g
"Chocolate milk, made from syrup with whole milk","Flavored milk, whole",1,281.5,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Chocolate milk, made from syrup with whole milk","Flavored milk, whole",1,281.5,g,"Syrup, NESTLE, chocolate",37.5,g
"Chocolate milk, made from syrup with reduced fat milk","Flavored milk, reduced fat",1,281.5,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from syrup with reduced fat milk","Flavored milk, reduced fat",1,281.5,g,"Syrup, NESTLE, chocolate",37.5,g
"Chocolate milk, made from syrup with low fat milk","Flavored milk, lowfat",1,281.5,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from syrup with low fat milk","Flavored milk, lowfat",1,281.5,g,"Syrup, NESTLE, chocolate",37.5,g
"Chocolate milk, made from syrup with fat free milk","Flavored milk, nonfat",1,281.5,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Chocolate milk, made from syrup with fat free milk","Flavored milk, nonfat",1,281.5,g,"Syrup, NESTLE, chocolate",37.5,g
"Chocolate milk, made from syrup with non-dairy milk",Milk substitutes,1,281.5,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Chocolate milk, made from syrup with non-dairy milk",Milk substitutes,1,281.5,g,"Syrup, NESTLE, chocolate",37.5,g
"Chocolate milk, made from syrup with non-dairy milk",Milk substitutes,1,281.5,g,"Almond milk, sweetened",122.0,g
"Chocolate milk, made from light syrup, NS as to type of milk","Flavored milk, reduced fat",1,279.0,g,"Milk, NFS",244.0,g
"Chocolate milk, made from light syrup, NS as to type of milk","Flavored milk, reduced fat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35.0,g
"Chocolate milk, made from light syrup with whole milk","Flavored milk, whole",1,279.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Chocolate milk, made from light syrup with whole milk","Flavored milk, whole",1,279.0,g,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35.0,g
"Chocolate milk, made from light syrup with reduced fat milk","Flavored milk, reduced fat",1,279.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from light syrup with reduced fat milk","Flavored milk, reduced fat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35.0,g
"Chocolate milk, made from light syrup with low fat milk","Flavored milk, lowfat",1,279.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from light syrup with low fat milk","Flavored milk, lowfat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35.0,g
"Chocolate milk, made from light syrup with fat free milk","Flavored milk, nonfat",1,279.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Chocolate milk, made from light syrup with fat free milk","Flavored milk, nonfat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35.0,g
"Chocolate milk, made from light syrup with non-dairy milk",Milk substitutes,1,279.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Chocolate milk, made from light syrup with non-dairy milk",Milk substitutes,1,279.0,g,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",35.0,g
"Chocolate milk, made from light syrup with non-dairy milk",Milk substitutes,1,279.0,g,"Almond milk, sweetened",122.0,g
"Chocolate milk, made from sugar free syrup, NS as to type of milk","Flavored milk, reduced fat",1,279.0,g,"Milk, NFS",244.0,g
"Chocolate milk, made from sugar free syrup, NS as to type of milk","Flavored milk, reduced fat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35.0,g
"Chocolate milk, made from sugar free syrup with whole milk","Flavored milk, whole",1,279.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Chocolate milk, made from sugar free syrup with whole milk","Flavored milk, whole",1,279.0,g,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35.0,g
"Chocolate milk, made from sugar free syrup with reduced fat milk","Flavored milk, reduced fat",1,279.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from sugar free syrup with reduced fat milk","Flavored milk, reduced fat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35.0,g
"Chocolate milk, made from sugar free syrup with low fat milk","Flavored milk, lowfat",1,279.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Chocolate milk, made from sugar free syrup with low fat milk","Flavored milk, lowfat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35.0,g
"Chocolate milk, made from sugar free syrup with fat free milk","Flavored milk, nonfat",1,279.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Chocolate milk, made from sugar free syrup with fat free milk","Flavored milk, nonfat",1,279.0,g,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35.0,g
"Chocolate milk, made from sugar free syrup with non-dairy milk",Milk substitutes,1,279.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Chocolate milk, made from sugar free syrup with non-dairy milk",Milk substitutes,1,279.0,g,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",35.0,g
"Chocolate milk, made from sugar free syrup with non-dairy milk",Milk substitutes,1,279.0,g,"Almond milk, sweetened",122.0,g
"Hot chocolate / Cocoa, made with dry mix and water","Flavored milk, nonfat",1,205.6,g,"Beverages, Cocoa mix, powder",28.0,g
"Hot chocolate / Cocoa, made with dry mix and water","Flavored milk, nonfat",1,205.6,g,"Beverages, water, tap, drinking",177.6,g
"Hot chocolate / Cocoa, made with dry mix and whole milk","Flavored milk, whole",1,211.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",183.0,g
"Hot chocolate / Cocoa, made with dry mix and whole milk","Flavored milk, whole",1,211.0,g,"Beverages, Cocoa mix, powder",28.0,g
"Hot chocolate / Cocoa, made with dry mix and reduced fat milk","Flavored milk, reduced fat",1,211.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",183.0,g
"Hot chocolate / Cocoa, made with dry mix and reduced fat milk","Flavored milk, reduced fat",1,211.0,g,"Beverages, Cocoa mix, powder",28.0,g
"Hot chocolate / Cocoa, made with dry mix and low fat milk","Flavored milk, lowfat",1,211.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",183.0,g
"Hot chocolate / Cocoa, made with dry mix and low fat milk","Flavored milk, lowfat",1,211.0,g,"Beverages, Cocoa mix, powder",28.0,g
"Hot chocolate / Cocoa, made with dry mix and fat free milk","Flavored milk, nonfat",1,211.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",183.0,g
"Hot chocolate / Cocoa, made with dry mix and fat free milk","Flavored milk, nonfat",1,211.0,g,"Beverages, Cocoa mix, powder",28.0,g
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",Milk substitutes,1,212.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",92.0,g
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",Milk substitutes,1,212.0,g,"Beverages, Cocoa mix, powder",28.0,g
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",Milk substitutes,1,212.0,g,"Almond milk, sweetened",92.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and water","Flavored milk, nonfat",1,193.6,g,"Beverages, water, tap, municipal",177.6,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and water","Flavored milk, nonfat",1,193.6,g,"Beverages, Cocoa mix, no sugar added, powder",16.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk","Flavored milk, whole",1,199.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",183.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk","Flavored milk, whole",1,199.0,g,"Beverages, Cocoa mix, no sugar added, powder",16.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk","Flavored milk, reduced fat",1,199.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",183.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk","Flavored milk, reduced fat",1,199.0,g,"Beverages, Cocoa mix, no sugar added, powder",16.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk","Flavored milk, lowfat",1,199.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",183.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk","Flavored milk, lowfat",1,199.0,g,"Beverages, Cocoa mix, no sugar added, powder",16.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk","Flavored milk, nonfat",1,199.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",183.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk","Flavored milk, nonfat",1,199.0,g,"Beverages, Cocoa mix, no sugar added, powder",16.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",Milk substitutes,1,200.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",92.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",Milk substitutes,1,200.0,g,"Beverages, Cocoa mix, no sugar added, powder",16.0,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",Milk substitutes,1,200.0,g,"Almond milk, sweetened",92.0,g
"Strawberry milk, NFS","Flavored milk, reduced fat",1,260.0,g,"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",16.0,g
"Strawberry milk, NFS","Flavored milk, reduced fat",1,260.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Strawberry milk, whole","Flavored milk, whole",1,264.0,g,"Strawberry-flavor beverage mix, powder",20.0,g
"Strawberry milk, whole","Flavored milk, whole",1,264.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",244.0,g
"Strawberry milk, reduced fat","Flavored milk, reduced fat",1,260.0,g,"Strawberry-flavor beverage mix, powder",16.0,g
"Strawberry milk, reduced fat","Flavored milk, reduced fat",1,260.0,g,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244.0,g
"Strawberry milk, low fat","Flavored milk, lowfat",1,264.0,g,"Strawberry-flavor beverage mix, powder",20.0,g
"Strawberry milk, low fat","Flavored milk, lowfat",1,264.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244.0,g
"Strawberry milk, fat free","Flavored milk, nonfat",1,264.0,g,"Strawberry-flavor beverage mix, powder",20.0,g
"Strawberry milk, fat free","Flavored milk, nonfat",1,264.0,g,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244.0,g
"Strawberry milk, reduced sugar","Flavored milk, lowfat",1,100.0,g,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",98.0,g
"Strawberry milk, reduced sugar","Flavored milk, lowfat",1,100.0,g,"Sugars, granulated",2.0,g
"Strawberry milk, non-dairy",Milk substitutes,1,264.0,g,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122.0,g
"Strawberry milk, non-dairy",Milk substitutes,1,264.0,g,"Strawberry-flavor beverage mix, powder",20.0,g
"Strawberry milk, non-dairy",Milk substitutes,1,264.0,g,"Almond milk, sweetened",122.0,g
"Milk, malted","Flavored milk, reduced fat",1,255.0,g,"Beverages, OVALTINE, chocolate malt powder",11.0,g
"Milk, malted","Flavored milk, reduced fat",1,255.0,g,"Milk, NFS",244.0,g
Eggnog,Milk shakes and other dairy drinks,1,100.0,g,Eggnog,100.0,g
"Milk shake, home recipe, chocolate",Milk shakes and other dairy drinks,1,784.0,g,"Milk, whole, 3.25% milkfat, with added vitamin D",488.0,g
"Milk shake, home recipe, chocolate",Milk shakes and other dairy drinks,1,784.0,g,"Ice creams, chocolate",296.0,g
